Day,Month,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Total_load
17,12,23.29,0.472,0.29,244.28,2.2,0,1,0,7.866666667
17,12,23.3,0.47,0.292,244.69,2.2,0,2,0,7.833333333
17,12,23.31,0.47,0.294,245.05,2.2,0,1,0,7.833333333
17,12,23.32,0.468,0.3,245.95,2.2,0,2,0,7.8
17,12,23.33,0.464,0.296,245.51,2.2,0,1,0,7.733333333
17,12,23.34,0.462,0.296,245.3,2.2,0,1,0,7.7
17,12,23.35,0.396,0.27,245.55,2,0,1,0,6.6
17,12,23.36,0.378,0.266,246.03,1.8,0,2,0,6.3
17,12,23.37,0.378,0.266,245.94,1.8,0,1,0,6.3
17,12,23.38,0.376,0.264,245.68,1.8,0,1,0,6.266666667
17,12,23.39,0.374,0.264,245.5,1.8,0,2,0,6.233333333
17,12,23.4,0.44,0.336,246,2.2,0,1,0,7.333333333
17,12,23.41,0.452,0.38,246.59,2.4,0,1,0,7.533333333
17,12,23.42,0.454,0.382,246.81,2.4,0,1,0,7.566666667
17,12,23.43,0.454,0.386,247.59,2.4,0,1,0,7.566666667
17,12,23.44,0.452,0.382,247.03,2.4,0,2,0,7.533333333
17,12,23.45,0.45,0.382,246.96,2.4,0,1,0,7.5
17,12,23.46,0.446,0.38,246.55,2.4,0,1,0,7.433333333
17,12,23.47,0.444,0.38,246.62,2.4,0,1,0,7.4
17,12,23.48,0.442,0.374,245.99,2.2,0,2,0,7.366666667
17,12,23.49,0.44,0.372,245.49,2.2,0,1,0,7.333333333
17,12,23.5,0.388,0.292,244.78,2,0,1,0,6.466666667
17,12,23.51,0.366,0.26,244.86,1.8,0,1,0,6.1
17,12,23.52,0.364,0.256,244.42,1.8,0,1,0,6.066666667
17,12,23.53,0.366,0.258,244.8,1.8,0,1,0,6.1
17,12,23.54,0.284,0.134,245.61,1.2,0,2,0,4.733333333
17,12,23.55,0.276,0.122,245.63,1.2,0,1,0,4.6
17,12,23.56,0.274,0.118,244.57,1.2,0,1,0,4.566666667
17,12,23.57,0.274,0.116,244.19,1.2,0,1,0,4.566666667
17,12,23.58,0.274,0.12,244.82,1.2,0,1,0,4.566666667
17,12,23.59,0.276,0.12,244.89,1.2,0,1,0,4.6
18,12,0,0.278,0.126,246.17,1.2,0,2,0,4.633333333
18,12,0.01,0.238,0.056,246.4,1,0,0,0,3.966666667
18,12,0.02,0.208,0,246.46,0.8,0,0,0,3.466666667
18,12,0.03,0.206,0,245.94,0.8,0,0,0,3.433333333
18,12,0.04,0.206,0,245.98,0.8,0,0,0,3.433333333
18,12,0.05,0.206,0,245.56,0.8,0,0,0,3.433333333
18,12,0.06,0.204,0,245.22,0.8,0,0,0,3.4
18,12,0.07,0.204,0,244.14,0.8,0,0,0,3.4
18,12,0.08,0.212,0,244,1,0,0,0,3.533333333
18,12,0.09,0.316,0.134,244.62,1.4,0,0,0,5.266666667
18,12,0.1,0.308,0.132,244.61,1.4,0,0,0,5.133333333
18,12,0.11,0.306,0.134,244.97,1.4,0,0,0,5.1
18,12,0.12,0.306,0.136,245.51,1.4,0,0,0,5.1
18,12,0.13,0.306,0.14,246.37,1.4,0,0,0,5.1
18,12,0.14,0.306,0.14,246.42,1.4,0,0,0,5.1
18,12,0.15,0.302,0.14,246.11,1.4,0,0,0,5.033333333
18,12,0.16,0.302,0.14,246.32,1.4,0,0,0,5.033333333
18,12,0.17,0.3,0.136,245.61,1.4,0,0,0,5
18,12,0.18,0.3,0.138,245.86,1.4,0,0,0,5
18,12,0.19,0.302,0.142,246.73,1.4,0,0,0,5.033333333
18,12,0.2,0.3,0.136,245.53,1.4,0,0,0,5
18,12,0.21,0.316,0.138,244.92,1.6,0,0,0,5.266666667
18,12,0.22,0.376,0.24,244.78,1.8,0,0,0,6.266666667
18,12,0.23,0.374,0.238,244.49,1.8,0,0,0,6.233333333
18,12,0.24,0.372,0.236,244.02,1.8,0,0,0,6.2
18,12,0.25,0.372,0.236,243.92,1.8,0,0,0,6.2
18,12,0.26,0.372,0.236,244.04,1.8,0,0,0,6.2
18,12,0.27,0.368,0.234,243.56,1.8,0,0,0,6.133333333
18,12,0.28,0.368,0.234,243.87,1.8,0,0,0,6.133333333
18,12,0.29,0.366,0.234,243.73,1.8,0,0,0,6.1
18,12,0.3,0.366,0.234,243.6,1.8,0,0,0,6.1
18,12,0.31,0.342,0.2,243.19,1.6,0,0,0,5.7
18,12,0.32,0.294,0.132,244.16,1.2,0,0,0,4.9
18,12,0.33,0.23,0,244.14,1,0,0,0,3.833333333
18,12,0.34,0.202,0,243.24,0.8,0,0,0,3.366666667
18,12,0.35,0.202,0,243.47,0.8,0,0,0,3.366666667
18,12,0.36,0.202,0,243.71,0.8,0,0,0,3.366666667
18,12,0.37,0.204,0,244.17,0.8,0,0,0,3.4
18,12,0.38,0.204,0,244.46,0.8,0,0,0,3.4
18,12,0.39,0.204,0,244.92,0.8,0,0,0,3.4
18,12,0.4,0.206,0,245.31,0.8,0,0,0,3.433333333
18,12,0.41,0.204,0,244.02,0.8,0,0,0,3.4
18,12,0.42,0.204,0,243.88,0.8,0,0,0,3.4
18,12,0.43,0.202,0,243.94,0.8,0,0,0,3.366666667
18,12,0.44,0.202,0,243.78,0.8,0,0,0,3.366666667
18,12,0.45,0.202,0,243.79,0.8,0,0,0,3.366666667
18,12,0.46,0.202,0,243.15,0.8,0,0,0,3.366666667
18,12,0.47,0.202,0,243.79,0.8,0,0,0,3.366666667
18,12,0.48,0.3,0.1,244.15,1.4,0,0,0,5
18,12,0.49,0.31,0.134,245.12,1.4,0,0,0,5.166666667
18,12,0.5,0.308,0.134,245.27,1.4,0,0,0,5.133333333
18,12,0.51,0.306,0.136,245.61,1.4,0,0,0,5.1
18,12,0.52,0.304,0.132,244.63,1.4,0,0,0,5.066666667
18,12,0.53,0.3,0.13,244.2,1.4,0,0,0,5
18,12,0.54,0.3,0.128,243.98,1.4,0,0,0,5
18,12,0.55,0.296,0.122,242.81,1.2,0,0,0,4.933333333
18,12,0.56,0.296,0.124,242.92,1.2,0,0,0,4.933333333
18,12,0.57,0.296,0.126,243.36,1.2,0,0,0,4.933333333
18,12,0.58,0.296,0.126,243.64,1.2,0,0,0,4.933333333
18,12,0.59,0.296,0.13,244.18,1.2,0,0,0,4.933333333
18,12,1,0.296,0.13,244.05,1.2,0,0,0,4.933333333
18,12,1.01,0.298,0.132,244.43,1.2,0,0,0,4.966666667
18,12,1.02,0.298,0.132,244.5,1.2,0,0,0,4.966666667
18,12,1.03,0.324,0.146,243.95,1.6,0,0,0,5.4
18,12,1.04,0.372,0.234,243.72,1.8,0,0,0,6.2
18,12,1.05,0.372,0.234,243.74,1.8,0,0,0,6.2
18,12,1.06,0.372,0.232,243.46,1.8,0,0,0,6.2
18,12,1.07,0.368,0.226,242.39,1.8,0,0,0,6.133333333
18,12,1.08,0.368,0.226,242.17,1.8,0,0,0,6.133333333
18,12,1.09,0.368,0.23,242.92,1.8,0,0,0,6.133333333
18,12,1.1,0.348,0.202,243.36,1.6,0,0,0,5.8
18,12,1.11,0.276,0.096,243.61,1.2,0,0,0,4.6
18,12,1.12,0.274,0.096,243.19,1.2,0,0,0,4.566666667
18,12,1.13,0.226,0,242.83,1,0,0,0,3.766666667
18,12,1.14,0.292,0.094,243.06,1.4,0,0,0,4.866666667
18,12,1.15,0.292,0.112,242.82,1.2,0,2,0,4.866666667
18,12,1.16,0.292,0.112,242.98,1.2,0,1,0,4.866666667
18,12,1.17,0.294,0.116,243.98,1.2,0,2,0,4.9
18,12,1.18,0.292,0.116,243.65,1.2,0,1,0,4.866666667
18,12,1.19,0.29,0.114,243.23,1.2,0,2,0,4.833333333
18,12,1.2,0.29,0.114,243.4,1.2,0,1,0,4.833333333
18,12,1.21,0.288,0.114,243.1,1.2,0,2,0,4.8
18,12,1.22,0.286,0.112,242.85,1.2,0,1,0,4.766666667
18,12,1.23,0.286,0.114,243.32,1.2,0,2,0,4.766666667
18,12,1.24,0.284,0.112,243.11,1.2,0,1,0,4.733333333
18,12,1.25,0.282,0.11,242.32,1.2,0,1,0,4.7
18,12,1.26,0.398,0.246,242.31,2,0,2,0,6.633333333
18,12,1.27,0.382,0.244,241.97,1.8,0,1,0,6.366666667
18,12,1.28,0.38,0.246,242.51,1.8,0,1,0,6.333333333
18,12,1.29,0.376,0.246,242.4,1.8,0,1,0,6.266666667
18,12,1.3,0.374,0.246,242.29,1.8,0,2,0,6.233333333
18,12,1.31,0.372,0.246,242.21,1.8,0,1,0,6.2
18,12,1.32,0.372,0.25,242.9,1.8,0,1,0,6.2
18,12,1.33,0.37,0.25,242.87,1.8,0,1,0,6.166666667
18,12,1.34,0.37,0.252,243.57,1.8,0,2,0,6.166666667
18,12,1.35,0.37,0.256,244.26,1.8,0,1,0,6.166666667
18,12,1.36,0.37,0.258,244.38,1.8,0,1,0,6.166666667
18,12,1.37,0.37,0.256,244,1.8,0,1,0,6.166666667
18,12,1.38,0.368,0.256,244.24,1.8,0,1,0,6.133333333
18,12,1.39,0.368,0.256,244.12,1.8,0,2,0,6.133333333
18,12,1.4,0.368,0.254,244.02,1.8,0,1,0,6.133333333
18,12,1.41,0.328,0.184,244.45,1.6,0,0,0,5.466666667
18,12,1.42,0.298,0.134,244.82,1.4,0,0,0,4.966666667
18,12,1.43,0.296,0.132,244.34,1.2,0,0,0,4.933333333
18,12,1.44,0.296,0.13,243.95,1.2,0,0,0,4.933333333
18,12,1.45,0.294,0.124,242.93,1.2,0,0,0,4.9
18,12,1.46,0.374,0.21,242.44,1.8,0,0,0,6.233333333
18,12,1.47,0.28,0.094,242.84,1.2,0,0,0,4.666666667
18,12,1.48,0.28,0.096,243.36,1.2,0,0,0,4.666666667
18,12,1.49,0.282,0.098,244.19,1.2,0,0,0,4.7
18,12,1.5,0.282,0.1,244.63,1.2,0,0,0,4.7
18,12,1.51,0.28,0.1,244.85,1.2,0,0,0,4.666666667
18,12,1.52,0.28,0.102,244.91,1.2,0,0,0,4.666666667
18,12,1.53,0.276,0.096,243.6,1.2,0,0,0,4.6
18,12,1.54,0.276,0.096,243.61,1.2,0,0,0,4.6
18,12,1.55,0.218,0,244.18,1,0,0,0,3.633333333
18,12,1.56,0.204,0,243.93,0.8,0,0,0,3.4
18,12,1.57,0.204,0,244.55,0.8,0,0,0,3.4
18,12,1.58,0.206,0,244.85,0.8,0,0,0,3.433333333
18,12,1.59,0.208,0,244.54,0.8,0,0,0,3.466666667
18,12,2,0.21,0,244.2,0.8,0,0,0,3.5
18,12,2.01,0.21,0,245.21,0.8,0,0,0,3.5
18,12,2.02,0.278,0.07,245.48,1.2,0,0,0,4.633333333
18,12,2.03,0.314,0.132,244.47,1.4,0,0,0,5.233333333
18,12,2.04,0.312,0.138,245.83,1.4,0,0,0,5.2
18,12,2.05,0.312,0.142,246.78,1.4,0,0,0,5.2
18,12,2.06,0.312,0.146,247.33,1.4,0,0,0,5.2
18,12,2.07,0.312,0.15,247.97,1.4,0,0,0,5.2
18,12,2.08,0.312,0.15,248.05,1.4,0,0,0,5.2
18,12,2.09,0.31,0.15,248.08,1.4,0,0,0,5.166666667
18,12,2.1,0.308,0.15,248.07,1.4,0,0,0,5.133333333
18,12,2.11,0.304,0.142,246.45,1.4,0,0,0,5.066666667
18,12,2.12,0.304,0.142,246.49,1.4,0,0,0,5.066666667
18,12,2.13,0.304,0.144,246.88,1.4,0,0,0,5.066666667
18,12,2.14,0.302,0.142,246.46,1.4,0,0,0,5.033333333
18,12,2.15,0.302,0.144,246.8,1.4,0,0,0,5.033333333
18,12,2.16,0.304,0.144,247.15,1.4,0,0,0,5.066666667
18,12,2.17,0.304,0.146,247.51,1.4,0,0,0,5.066666667
18,12,2.18,0.304,0.144,247.19,1.4,0,0,0,5.066666667
18,12,2.19,0.304,0.146,247.18,1.4,0,0,0,5.066666667
18,12,2.2,0.302,0.144,246.97,1.4,0,0,0,5.033333333
18,12,2.21,0.302,0.14,246.31,1.4,0,0,0,5.033333333
18,12,2.22,0.24,0.048,246.56,1,0,0,0,4
18,12,2.23,0.21,0,246.98,0.8,0,0,0,3.5
18,12,2.24,0.21,0,247.03,0.8,0,0,0,3.5
18,12,2.25,0.21,0,247.48,0.8,0,0,0,3.5
18,12,2.26,0.212,0,247.91,0.8,0,0,0,3.533333333
18,12,2.27,0.212,0,247.9,0.8,0,0,0,3.533333333
18,12,2.28,0.304,0.112,247.44,1.4,0,0,0,5.066666667
18,12,2.29,0.286,0.11,246.95,1.2,0,0,0,4.766666667
18,12,2.3,0.286,0.106,245.8,1.2,0,0,0,4.766666667
18,12,2.31,0.284,0.102,245.24,1.2,0,0,0,4.733333333
18,12,2.32,0.284,0.106,246.04,1.2,0,0,0,4.733333333
18,12,2.33,0.282,0.104,245.52,1.2,0,0,0,4.7
18,12,2.34,0.282,0.104,245.72,1.2,0,0,0,4.7
18,12,2.35,0.28,0.106,246.03,1.2,0,0,0,4.666666667
18,12,2.36,0.26,0.076,246.11,1.2,0,0,0,4.333333333
18,12,2.37,0.208,0,245.72,0.8,0,0,0,3.466666667
18,12,2.38,0.264,0.056,245.9,1.2,0,0,0,4.4
18,12,2.39,0.318,0.14,246.58,1.4,0,0,0,5.3
18,12,2.4,0.312,0.138,245.93,1.4,0,0,0,5.2
18,12,2.41,0.31,0.138,246.03,1.4,0,0,0,5.166666667
18,12,2.42,0.308,0.138,245.98,1.4,0,0,0,5.133333333
18,12,2.43,0.308,0.142,246.78,1.4,0,0,0,5.133333333
18,12,2.44,0.308,0.144,247.17,1.4,0,0,0,5.133333333
18,12,2.45,0.308,0.146,247.52,1.4,0,0,0,5.133333333
18,12,2.46,0.308,0.15,248.27,1.4,0,0,0,5.133333333
18,12,2.47,0.308,0.148,247.91,1.4,0,0,0,5.133333333
18,12,2.48,0.304,0.144,247.22,1.4,0,0,0,5.066666667
18,12,2.49,0.306,0.146,247.54,1.4,0,0,0,5.1
18,12,2.5,0.306,0.146,247.46,1.4,0,0,0,5.1
18,12,2.51,0.304,0.148,247.61,1.4,0,0,0,5.066666667
18,12,2.52,0.306,0.15,248.07,1.4,0,0,0,5.1
18,12,2.53,0.306,0.15,248.31,1.4,0,0,0,5.1
18,12,2.54,0.304,0.146,247.73,1.4,0,0,0,5.066666667
18,12,2.55,0.304,0.148,247.81,1.4,0,0,0,5.066666667
18,12,2.56,0.304,0.148,247.81,1.4,0,0,0,5.066666667
18,12,2.57,0.272,0.098,247.95,1.2,0,0,0,4.533333333
18,12,2.58,0.212,0,248.48,0.8,0,0,0,3.533333333
18,12,2.59,0.212,0,248.11,0.8,0,0,0,3.533333333
18,12,3,0.21,0,247.42,0.8,0,0,0,3.5
18,12,3.01,0.208,0,246.17,0.8,0,0,0,3.466666667
18,12,3.02,0.282,0.084,246.17,1.4,0,0,0,4.7
18,12,3.03,0.296,0.124,245.83,1.2,0,2,0,4.933333333
18,12,3.04,0.296,0.126,246.05,1.2,0,1,0,4.933333333
18,12,3.05,0.296,0.124,245.59,1.2,0,2,0,4.933333333
18,12,3.06,0.296,0.124,245.94,1.2,0,1,0,4.933333333
18,12,3.07,0.296,0.126,246.21,1.2,0,2,0,4.933333333
18,12,3.08,0.296,0.126,246.18,1.2,0,1,0,4.933333333
18,12,3.09,0.296,0.126,246.23,1.2,0,1,0,4.933333333
18,12,3.1,0.368,0.206,246.1,1.8,0,2,0,6.133333333
18,12,3.11,0.366,0.228,245.07,1.8,0,1,0,6.1
18,12,3.12,0.368,0.232,245.73,1.8,0,2,0,6.133333333
18,12,3.13,0.368,0.234,246.31,1.8,0,1,0,6.133333333
18,12,3.14,0.47,0.356,246.2,2.4,0,1,0,7.833333333
18,12,3.15,0.47,0.376,246.11,2.4,0,2,0,7.833333333
18,12,3.16,0.464,0.378,246.38,2.4,0,1,0,7.733333333
18,12,3.17,0.458,0.37,245.38,2.4,0,1,0,7.633333333
18,12,3.18,0.448,0.358,244.59,2.2,0,2,0,7.466666667
18,12,3.19,0.378,0.254,243.95,1.8,0,1,0,6.3
18,12,3.2,0.376,0.256,244.31,1.8,0,1,0,6.266666667
18,12,3.21,0.378,0.26,245.13,1.8,0,1,0,6.3
18,12,3.22,0.378,0.266,245.92,1.8,0,2,0,6.3
18,12,3.23,0.378,0.27,246.58,1.8,0,1,0,6.3
18,12,3.24,0.38,0.276,247.49,1.8,0,1,0,6.333333333
18,12,3.25,0.378,0.274,247.27,1.8,0,1,0,6.3
18,12,3.26,0.376,0.27,246.61,1.8,0,2,0,6.266666667
18,12,3.27,0.372,0.264,246.12,1.8,0,1,0,6.2
18,12,3.28,0.3,0.136,245.78,1.4,0,0,0,5
18,12,3.29,0.3,0.136,245.51,1.4,0,0,0,5
18,12,3.3,0.298,0.134,245.05,1.4,0,0,0,4.966666667
18,12,3.31,0.298,0.132,244.66,1.2,0,0,0,4.966666667
18,12,3.32,0.248,0.056,244.84,1,0,0,0,4.133333333
18,12,3.33,0.206,0,245.06,0.8,0,0,0,3.433333333
18,12,3.34,0.206,0,245.08,0.8,0,0,0,3.433333333
18,12,3.35,0.208,0,245.63,0.8,0,0,0,3.466666667
18,12,3.36,0.206,0,245.39,0.8,0,0,0,3.433333333
18,12,3.37,0.206,0,245.18,0.8,0,0,0,3.433333333
18,12,3.38,0.208,0,245.54,0.8,0,0,0,3.466666667
18,12,3.39,0.208,0,245.73,0.8,0,0,0,3.466666667
18,12,3.4,0.208,0,246.21,0.8,0,0,0,3.466666667
18,12,3.41,0.21,0,246.72,0.8,0,0,0,3.5
18,12,3.42,0.21,0,247.08,0.8,0,0,0,3.5
18,12,3.43,0.208,0,246.23,0.8,0,0,0,3.466666667
18,12,3.44,0.208,0,245.74,0.8,0,0,0,3.466666667
18,12,3.45,0.204,0,244.17,0.8,0,0,0,3.4
18,12,3.46,0.206,0,244.82,0.8,0,0,0,3.433333333
18,12,3.47,0.206,0,244.74,0.8,0,0,0,3.433333333
18,12,3.48,0.206,0,245.04,0.8,0,0,0,3.433333333
18,12,3.49,0.302,0.104,245.69,1.4,0,0,0,5.033333333
18,12,3.5,0.316,0.138,246.18,1.4,0,0,0,5.266666667
18,12,3.51,0.31,0.136,245.85,1.4,0,0,0,5.166666667
18,12,3.52,0.31,0.138,246.37,1.4,0,0,0,5.166666667
18,12,3.53,0.376,0.208,245.96,1.8,0,0,0,6.266666667
18,12,3.54,0.384,0.246,245.92,1.8,0,0,0,6.4
18,12,3.55,0.382,0.242,245.25,1.8,0,0,0,6.366666667
18,12,3.56,0.382,0.246,245.73,1.8,0,0,0,6.366666667
18,12,3.57,0.378,0.242,245.14,1.8,0,0,0,6.3
18,12,3.58,0.376,0.24,245.09,1.8,0,0,0,6.266666667
18,12,3.59,0.376,0.244,245.49,1.8,0,0,0,6.266666667
18,12,4,0.378,0.248,246.08,1.8,0,0,0,6.3
18,12,4.01,0.384,0.25,246.45,1.8,0,0,0,6.4
18,12,4.02,0.316,0.158,245.62,1.4,0,0,0,5.266666667
18,12,4.03,0.302,0.136,245.58,1.4,0,0,0,5.033333333
18,12,4.04,0.3,0.132,244.68,1.4,0,0,0,5
18,12,4.05,0.3,0.136,245.33,1.4,0,0,0,5
18,12,4.06,0.272,0.094,245.9,1.2,0,0,0,4.533333333
18,12,4.07,0.21,0,246.18,0.8,0,0,0,3.5
18,12,4.08,0.21,0,246.71,0.8,0,0,0,3.5
18,12,4.09,0.21,0,246.92,0.8,0,0,0,3.5
18,12,4.1,0.21,0,247.02,0.8,0,0,0,3.5
18,12,4.11,0.21,0,246.47,0.8,0,0,0,3.5
18,12,4.12,0.21,0,247.11,0.8,0,0,0,3.5
18,12,4.13,0.212,0,247.42,0.8,0,0,0,3.533333333
18,12,4.14,0.21,0,246.93,0.8,0,0,0,3.5
18,12,4.15,0.21,0,247.07,0.8,0,0,0,3.5
18,12,4.16,0.24,0,247.4,1.2,0,0,0,4
18,12,4.17,1.368,0,245.36,5.6,0,0,17,22.8
18,12,4.18,1.358,0,245.95,5.4,0,0,20,22.63333333
18,12,4.19,1.342,0,245.76,5.4,0,0,18,22.36666667
18,12,4.2,1.326,0,245.13,5.4,0,0,19,22.1
18,12,4.21,1.312,0,244.27,5.2,0,0,18,21.86666667
18,12,4.22,1.306,0,243.88,5.2,0,0,19,21.76666667
18,12,4.23,1.352,0,243.77,5.6,0,0,18,22.53333333
18,12,4.24,1.41,0.118,243.9,5.8,0,0,18,23.5
18,12,4.25,1.422,0.124,245.48,5.8,0,0,19,23.7
18,12,4.26,1.418,0.124,245.26,5.8,0,0,18,23.63333333
18,12,4.27,1.422,0.118,244.05,5.8,0,0,18,23.7
18,12,4.28,1.424,0.12,244.25,5.8,0,0,19,23.73333333
18,12,4.29,1.408,0.118,244.17,5.8,0,0,18,23.46666667
18,12,4.3,1.398,0.118,244.06,5.6,0,0,18,23.3
18,12,4.31,1.398,0.12,244.27,5.6,0,0,18,23.3
18,12,4.32,1.412,0.126,245.52,5.6,0,0,19,23.53333333
18,12,4.33,1.398,0.12,244.37,5.6,0,0,18,23.3
18,12,4.34,1.39,0.116,243.64,5.6,0,0,18,23.16666667
18,12,4.35,1.392,0.118,243.9,5.6,0,0,18,23.2
18,12,4.36,1.394,0.118,244.05,5.6,0,0,19,23.23333333
18,12,4.37,1.472,0.204,244.33,6,0,0,18,24.53333333
18,12,4.38,1.486,0.234,245.6,6,0,0,18,24.76666667
18,12,4.39,1.482,0.232,245.18,6,0,0,19,24.7
18,12,4.4,1.404,0.116,245.21,5.6,0,0,18,23.4
18,12,4.41,1.394,0.092,245.61,5.6,0,0,19,23.23333333
18,12,4.42,1.394,0.094,245.79,5.6,0,0,18,23.23333333
18,12,4.43,1.382,0.09,244.78,5.6,0,0,18,23.03333333
18,12,4.44,1.376,0.088,244.33,5.6,0,0,19,22.93333333
18,12,4.45,1.366,0.08,243.99,5.6,0,0,18,22.76666667
18,12,4.46,1.306,0,244.48,5.2,0,0,18,21.76666667
18,12,4.47,1.302,0,244.16,5.2,0,0,18,21.7
18,12,4.48,1.304,0,244.3,5.2,0,0,19,21.73333333
18,12,4.49,1.308,0,244.65,5.2,0,0,18,21.8
18,12,4.5,1.316,0,245.41,5.2,0,0,18,21.93333333
18,12,4.51,1.328,0,246.5,5.4,0,0,19,22.13333333
18,12,4.52,1.334,0,247.07,5.4,0,0,19,22.23333333
18,12,4.53,1.33,0,246.81,5.4,0,0,18,22.16666667
18,12,4.54,1.332,0,247,5.4,0,0,19,22.2
18,12,4.55,1.334,0,247.16,5.4,0,0,18,22.23333333
18,12,4.56,1.41,0.086,246.76,5.6,0,0,19,23.5
18,12,4.57,1.382,0.224,246.92,5.8,0,1,18,23.03333333
18,12,4.58,0.404,0.276,247.6,2,0,2,0,6.733333333
18,12,4.59,0.4,0.272,246.87,2,0,1,0,6.666666667
18,12,5,0.396,0.266,245.82,1.8,0,1,0,6.6
18,12,5.01,0.394,0.268,246.04,1.8,0,2,0,6.566666667
18,12,5.02,0.39,0.26,244.86,1.8,0,1,0,6.5
18,12,5.03,0.388,0.258,244.56,1.8,0,2,0,6.466666667
18,12,5.04,0.388,0.258,244.59,1.8,0,1,0,6.466666667
18,12,5.05,0.386,0.26,244.78,1.8,0,2,0,6.433333333
18,12,5.06,0.384,0.26,244.75,1.8,0,1,0,6.4
18,12,5.07,0.382,0.258,244.43,1.8,0,1,0,6.366666667
18,12,5.08,0.382,0.258,244.58,1.8,0,2,0,6.366666667
18,12,5.09,0.38,0.264,245.3,1.8,0,1,0,6.333333333
18,12,5.1,0.378,0.262,245,1.8,0,1,0,6.3
18,12,5.11,0.374,0.252,243.49,1.8,0,2,0,6.233333333
18,12,5.12,0.374,0.258,244.27,1.8,0,1,0,6.233333333
18,12,5.13,0.304,0.152,243.76,1.4,0,1,0,5.066666667
18,12,5.14,0.282,0.118,244.44,1.2,0,1,0,4.7
18,12,5.15,0.282,0.12,244.85,1.2,0,2,0,4.7
18,12,5.16,0.282,0.122,245.53,1.2,0,1,0,4.7
18,12,5.17,0.282,0.124,245.68,1.2,0,1,0,4.7
18,12,5.18,0.28,0.122,245.23,1.2,0,1,0,4.666666667
18,12,5.19,0.278,0.116,243.95,1.2,0,2,0,4.633333333
18,12,5.2,0.282,0.116,243.7,1.2,0,1,0,4.7
18,12,5.21,0.286,0.074,243.42,1.4,0,0,0,4.766666667
18,12,5.22,0.288,0.1,244.22,1.2,0,0,0,4.8
18,12,5.23,0.288,0.098,244.09,1.2,0,0,0,4.8
18,12,5.24,0.282,0.1,244.58,1.2,0,0,0,4.7
18,12,5.25,0.284,0.104,245.17,1.2,0,0,0,4.733333333
18,12,5.26,0.282,0.104,245.39,1.2,0,0,0,4.7
18,12,5.27,0.284,0.112,247.09,1.2,0,0,0,4.733333333
18,12,5.28,0.284,0.114,247.59,1.2,0,0,0,4.733333333
18,12,5.29,0.246,0.056,245.88,1,0,0,0,4.1
18,12,5.3,0.26,0.05,245.44,1.2,0,0,0,4.333333333
18,12,5.31,0.316,0.134,245.29,1.4,0,0,0,5.266666667
18,12,5.32,0.31,0.136,245.41,1.4,0,0,0,5.166666667
18,12,5.33,0.31,0.138,245.85,1.4,0,0,0,5.166666667
18,12,5.34,0.308,0.138,245.84,1.4,0,0,0,5.133333333
18,12,5.35,0.314,0.142,246.43,1.4,0,0,0,5.233333333
18,12,5.36,0.314,0.138,245.76,1.4,0,0,0,5.233333333
18,12,5.37,0.31,0.132,244.55,1.4,0,0,0,5.166666667
18,12,5.38,0.306,0.128,243.7,1.4,0,0,0,5.1
18,12,5.39,0.306,0.13,244.3,1.4,0,0,0,5.1
18,12,5.4,0.304,0.13,244,1.4,0,0,0,5.066666667
18,12,5.41,0.302,0.132,244.59,1.4,0,0,0,5.033333333
18,12,5.42,0.298,0.134,245.24,1.4,0,0,0,4.966666667
18,12,5.43,0.3,0.138,245.86,1.4,0,0,0,5
18,12,5.44,0.302,0.142,246.37,1.4,0,0,0,5.033333333
18,12,5.45,0.3,0.14,246.02,1.4,0,0,0,5
18,12,5.46,0.218,0,246.18,1,0,0,0,3.633333333
18,12,5.47,0.208,0,245.99,0.8,0,0,0,3.466666667
18,12,5.48,0.208,0,246.08,0.8,0,0,0,3.466666667
18,12,5.49,0.206,0,245.83,0.8,0,0,0,3.433333333
18,12,5.5,0.214,0,246.08,0.8,0,0,0,3.566666667
18,12,5.51,0.214,0,245.6,0.8,0,0,0,3.566666667
18,12,5.52,0.214,0,246.07,0.8,0,0,0,3.566666667
18,12,5.53,0.214,0,246.28,0.8,0,0,0,3.566666667
18,12,5.54,0.212,0,245.68,0.8,0,0,0,3.533333333
18,12,5.55,0.212,0,245.78,0.8,0,0,0,3.533333333
18,12,5.56,0.212,0,245.79,0.8,0,0,0,3.533333333
18,12,5.57,0.212,0,245.7,0.8,0,0,0,3.533333333
18,12,5.58,0.206,0,245.99,0.8,0,0,0,3.433333333
18,12,5.59,0.208,0,246.45,0.8,0,0,0,3.466666667
18,12,6,0.214,0,246.56,0.8,0,0,0,3.566666667
18,12,6.01,0.214,0,247.17,0.8,0,0,0,3.566666667
18,12,6.02,0.216,0,247.67,0.8,0,0,0,3.6
18,12,6.03,0.246,0,246.92,1.2,0,0,0,4.1
18,12,6.04,0.322,0.14,246.17,1.4,0,0,0,5.366666667
18,12,6.05,0.374,0.192,245.17,1.8,0,0,0,6.233333333
18,12,6.06,0.39,0.242,244.86,1.8,0,0,0,6.5
18,12,6.07,0.39,0.242,244.85,1.8,0,0,0,6.5
18,12,6.08,0.388,0.244,245.15,1.8,0,0,0,6.466666667
18,12,6.09,0.388,0.246,245.53,1.8,0,0,0,6.466666667
18,12,6.1,0.386,0.25,246.33,1.8,0,0,0,6.433333333
