Date,Month,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Total_load
2,2,1.49,0.326,0.114,245.28,1.4,0,2,0,5.433333333
2,2,1.5,0.392,0.208,244.79,1.8,0,1,0,6.533333333
2,2,1.51,0.326,0.1,244.97,1.4,0,0,0,5.433333333
2,2,1.52,0.326,0.102,245.7,1.4,0,0,0,5.433333333
2,2,1.53,0.326,0.106,246.47,1.4,0,0,0,5.433333333
2,2,1.54,0.324,0.106,246.35,1.4,0,0,0,5.4
2,2,1.55,0.322,0.104,246.06,1.4,0,0,0,5.366666667
2,2,1.56,0.326,0.112,248.09,1.4,0,0,0,5.433333333
2,2,1.57,0.324,0.114,248.23,1.4,0,0,0,5.4
2,2,1.58,0.324,0.112,248.02,1.4,0,0,0,5.4
2,2,1.59,0.322,0.112,248.06,1.4,0,0,0,5.366666667
2,2,2,0.322,0.114,248.14,1.4,0,0,0,5.366666667
2,2,2.01,0.32,0.114,248.21,1.4,0,0,0,5.333333333
2,2,2.02,0.32,0.112,247.92,1.4,0,0,0,5.333333333
2,2,2.03,0.318,0.11,247.64,1.4,0,0,0,5.3
2,2,2.04,0.318,0.112,247.69,1.4,0,0,0,5.3
2,2,2.05,0.318,0.112,247.89,1.4,0,0,0,5.3
2,2,2.06,0.318,0.114,248.35,1.4,0,0,0,5.3
2,2,2.07,0.29,0.072,248.57,1.2,0,0,0,4.833333333
2,2,2.08,0.22,0,248.68,0.8,0,0,0,3.666666667
2,2,2.09,0.22,0,247.89,0.8,0,0,0,3.666666667
2,2,2.1,0.22,0,247.92,0.8,0,0,0,3.666666667
2,2,2.11,0.222,0,248.86,0.8,0,0,0,3.7
2,2,2.12,0.222,0,249.07,0.8,0,0,0,3.7
2,2,2.13,0.222,0,248.91,0.8,0,0,0,3.7
2,2,2.14,0.22,0,248.22,0.8,0,0,0,3.666666667
2,2,2.15,0.222,0,248.9,0.8,0,0,0,3.7
2,2,2.16,0.222,0,249.08,0.8,0,0,0,3.7
2,2,2.17,0.224,0,250.6,0.8,0,0,0,3.733333333
2,2,2.18,0.224,0,250.88,0.8,0,0,0,3.733333333
2,2,2.19,0.298,0.056,251.4,1.4,0,0,0,4.966666667
2,2,2.2,0.304,0.09,251.47,1.2,0,0,0,5.066666667
2,2,2.21,0.304,0.09,251.46,1.2,0,0,0,5.066666667
2,2,2.22,0.304,0.09,251.23,1.2,0,0,0,5.066666667
2,2,2.23,0.304,0.092,251.5,1.2,0,0,0,5.066666667
2,2,2.24,0.308,0.09,251.19,1.2,0,0,0,5.133333333
2,2,2.25,0.308,0.09,251.01,1.2,0,0,0,5.133333333
2,2,2.26,0.3,0.088,250.53,1.2,0,0,0,5
2,2,2.27,0.296,0.088,250.72,1.2,0,0,0,4.933333333
2,2,2.28,0.298,0.092,251.89,1.2,0,0,0,4.966666667
2,2,2.29,0.236,0,251.1,1,0,0,0,3.933333333
2,2,2.3,0.226,0,251.53,0.8,0,0,0,3.766666667
2,2,2.31,0.226,0,252.11,1,0,0,0,3.766666667
2,2,2.32,0.228,0,252.44,1,0,0,0,3.8
2,2,2.33,0.228,0,252.19,1,0,0,0,3.8
2,2,2.34,0.228,0,252.47,1,0,0,0,3.8
2,2,2.35,0.228,0,252.59,1,0,0,0,3.8
2,2,2.36,0.228,0,252.35,1,0,0,0,3.8
2,2,2.37,0.228,0,252.65,1,0,0,0,3.8
2,2,2.38,0.228,0,252.39,1,0,0,0,3.8
2,2,2.39,0.234,0,252.04,1,0,0,0,3.9
2,2,2.4,0.232,0,250.94,1,0,0,0,3.866666667
2,2,2.41,0.232,0,250.99,1,0,0,0,3.866666667
2,2,2.42,0.232,0,250.86,1,0,0,0,3.866666667
2,2,2.43,0.232,0,250.42,1,0,0,0,3.866666667
2,2,2.44,0.23,0,250.03,1,0,0,0,3.833333333
2,2,2.45,0.23,0,250.46,1,0,0,0,3.833333333
2,2,2.46,0.228,0,250.83,1,0,0,0,3.8
2,2,2.47,0.326,0.088,250.65,1.4,0,0,0,5.433333333
2,2,2.48,0.346,0.124,251.01,1.4,0,0,0,5.766666667
2,2,2.49,0.344,0.126,251.2,1.4,0,0,0,5.733333333
2,2,2.5,0.342,0.126,251.41,1.4,0,0,0,5.7
2,2,2.51,0.342,0.126,251.35,1.4,0,0,0,5.7
2,2,2.52,0.34,0.126,251.43,1.4,0,0,0,5.666666667
2,2,2.53,0.338,0.126,251.24,1.4,0,0,0,5.633333333
2,2,2.54,0.334,0.122,250.22,1.4,0,0,0,5.566666667
2,2,2.55,0.334,0.122,250.16,1.4,0,0,0,5.566666667
2,2,2.56,0.334,0.122,250.36,1.4,0,0,0,5.566666667
2,2,2.57,0.33,0.12,249.92,1.4,0,0,0,5.5
2,2,2.58,0.33,0.118,249.52,1.4,0,0,0,5.5
2,2,2.59,0.328,0.12,249.8,1.4,0,0,0,5.466666667
2,2,3,0.328,0.122,250.11,1.4,0,0,0,5.466666667
2,2,3.01,0.328,0.122,250.34,1.4,0,0,0,5.466666667
2,2,3.02,0.328,0.12,249.94,1.4,0,0,0,5.466666667
2,2,3.03,0.328,0.124,250.84,1.4,0,0,0,5.466666667
2,2,3.04,0.974,0.108,250.65,4.6,0,0,9,16.23333333
2,2,3.05,1.428,0,250.07,5.6,0,0,20,23.8
2,2,3.06,1.406,0,249.79,5.6,0,0,20,23.43333333
2,2,3.07,1.392,0,249.7,5.6,0,0,19,23.2
2,2,3.08,1.386,0,249.68,5.4,0,0,20,23.1
2,2,3.09,1.47,0.068,249.3,5.8,0,0,19,24.5
2,2,3.1,1.446,0.068,248.86,5.8,0,0,19,24.1
2,2,3.11,1.442,0.068,249.04,5.8,0,0,19,24.03333333
2,2,3.12,1.454,0.072,250.32,5.8,0,0,19,24.23333333
2,2,3.13,1.46,0.074,250.92,5.8,0,0,19,24.33333333
2,2,3.14,1.458,0.074,250.89,5.8,0,0,20,24.3
2,2,3.15,1.454,0.074,250.74,5.8,0,0,19,24.23333333
2,2,3.16,1.448,0.072,250.12,5.8,0,0,19,24.13333333
2,2,3.17,1.448,0.07,249.61,5.8,0,0,19,24.13333333
2,2,3.18,1.438,0.068,248.85,5.8,0,0,19,23.96666667
2,2,3.19,1.376,0,248.69,5.4,0,0,19,22.93333333
2,2,3.2,1.366,0,248.64,5.4,0,0,19,22.76666667
2,2,3.21,1.368,0,248.82,5.4,0,0,19,22.8
2,2,3.22,1.37,0,249.13,5.4,0,0,19,22.83333333
2,2,3.23,1.372,0,249.96,5.4,0,0,19,22.86666667
2,2,3.24,1.376,0,250.38,5.4,0,0,19,22.93333333
2,2,3.25,1.378,0,250.54,5.4,0,0,20,22.96666667
2,2,3.26,1.38,0,250.64,5.4,0,0,19,23
2,2,3.27,1.378,0,250.37,5.4,0,0,19,22.96666667
2,2,3.28,1.37,0,249.82,5.4,0,0,19,22.83333333
2,2,3.29,1.366,0,249.37,5.4,0,0,19,22.76666667
2,2,3.3,1.364,0,249.08,5.4,0,0,19,22.73333333
2,2,3.31,1.36,0,248.63,5.4,0,0,19,22.66666667
2,2,3.32,1.358,0.046,247.88,5.4,0,0,19,22.63333333
2,2,3.33,1.356,0.046,247.65,5.4,0,0,19,22.6
2,2,3.34,1.358,0,248.02,5.4,0,0,19,22.63333333
2,2,3.35,0.472,0,248.01,2.6,0,0,5,7.866666667
2,2,3.36,0.224,0,248.36,1,0,0,0,3.733333333
2,2,3.37,0.226,0,249.05,1,0,0,0,3.766666667
2,2,3.38,0.224,0,249.68,0.8,0,0,0,3.733333333
2,2,3.39,0.22,0,249.98,0.8,0,0,0,3.666666667
2,2,3.4,0.22,0,249.74,0.8,0,0,0,3.666666667
2,2,3.41,0.22,0,249.74,0.8,0,0,0,3.666666667
2,2,3.42,0.22,0,249.52,0.8,0,0,0,3.666666667
2,2,3.43,0.218,0,248.9,0.8,0,0,0,3.633333333
2,2,3.44,0.312,0.07,248.8,1.4,0,0,0,5.2
2,2,3.45,0.332,0.114,248.7,1.4,0,0,0,5.533333333
2,2,3.46,0.332,0.114,249.08,1.4,0,0,0,5.533333333
2,2,3.47,0.338,0.114,248.99,1.4,0,0,0,5.633333333
2,2,3.48,0.336,0.116,249.31,1.4,0,0,0,5.6
2,2,3.49,0.336,0.118,249.9,1.4,0,0,0,5.6
2,2,3.5,0.334,0.116,249.46,1.4,0,0,0,5.566666667
2,2,3.51,0.326,0.116,249.33,1.4,0,0,0,5.433333333
2,2,3.52,0.324,0.116,249.44,1.4,0,0,0,5.4
2,2,3.53,0.322,0.116,249.04,1.4,0,0,0,5.366666667
2,2,3.54,0.32,0.112,248.22,1.4,0,0,0,5.333333333
2,2,3.55,0.318,0.11,247.98,1.4,0,0,0,5.3
2,2,3.56,0.318,0.112,248.3,1.4,0,0,0,5.3
2,2,3.57,0.316,0.11,248.01,1.4,0,0,0,5.266666667
2,2,3.58,0.336,0.118,248.22,1.6,0,0,0,5.6
2,2,3.59,0.396,0.222,248.17,1.8,0,0,0,6.6
2,2,4,0.394,0.224,248.21,1.8,0,0,0,6.566666667
2,2,4.01,0.394,0.226,248.53,1.8,0,0,0,6.566666667
2,2,4.02,0.33,0.118,248.61,1.4,0,0,0,5.5
2,2,4.03,0.304,0.084,249.55,1.2,0,0,0,5.066666667
2,2,4.04,0.298,0.086,250.16,1.2,0,0,0,4.966666667
2,2,4.05,0.296,0.086,250.28,1.2,0,0,0,4.933333333
2,2,4.06,0.294,0.082,249.36,1.2,0,0,0,4.9
2,2,4.07,0.292,0.082,249.36,1.2,0,0,0,4.866666667
2,2,4.08,0.292,0.082,249.25,1.2,0,0,0,4.866666667
2,2,4.09,0.256,0,249.08,1,0,0,0,4.266666667
2,2,4.1,0.22,0,248.72,0.8,0,0,0,3.666666667
2,2,4.11,0.22,0,249.2,0.8,0,0,0,3.666666667
2,2,4.12,0.22,0,249.34,0.8,0,0,0,3.666666667
2,2,4.13,0.22,0,249.26,0.8,0,0,0,3.666666667
2,2,4.14,0.22,0,249.09,0.8,0,0,0,3.666666667
2,2,4.15,0.22,0,248.82,0.8,0,0,0,3.666666667
2,2,4.16,0.22,0,248.87,0.8,0,0,0,3.666666667
2,2,4.17,0.22,0,249.35,0.8,0,0,0,3.666666667
2,2,4.18,0.22,0,249.36,0.8,0,0,0,3.666666667
2,2,4.19,0.222,0,250.02,0.8,0,0,0,3.7
2,2,4.2,0.222,0,249.76,0.8,0,0,0,3.7
2,2,4.21,0.22,0,249.25,0.8,0,0,0,3.666666667
2,2,4.22,0.22,0,248.88,0.8,0,0,0,3.666666667
2,2,4.23,0.22,0,248.62,0.8,0,0,0,3.666666667
2,2,4.24,0.218,0,248.1,0.8,0,0,0,3.633333333
2,2,4.25,0.22,0,248.29,0.8,0,0,0,3.666666667
2,2,4.26,0.218,0,248.31,0.8,0,0,0,3.633333333
2,2,4.27,0.22,0,248.05,0.8,0,0,0,3.666666667
2,2,4.28,0.22,0,248.1,0.8,0,0,0,3.666666667
2,2,4.29,0.22,0,248.92,0.8,0,0,0,3.666666667
2,2,4.3,0.22,0,249.11,0.8,0,0,0,3.666666667
2,2,4.31,0.22,0,248.75,0.8,0,0,0,3.666666667
2,2,4.32,0.218,0,248.29,0.8,0,0,0,3.633333333
2,2,4.33,0.22,0,248.54,0.8,0,0,0,3.666666667
2,2,4.34,0.218,0,248.33,0.8,0,0,0,3.633333333
2,2,4.35,0.218,0,248.37,0.8,0,0,0,3.633333333
2,2,4.36,0.218,0,248.28,0.8,0,0,0,3.633333333
2,2,4.37,0.22,0,248.65,0.8,0,0,0,3.666666667
2,2,4.38,0.22,0,248.95,0.8,0,0,0,3.666666667
2,2,4.39,0.218,0,248.18,0.8,0,0,0,3.633333333
2,2,4.4,0.218,0,247.83,0.8,0,0,0,3.633333333
2,2,4.41,0.322,0.082,248.37,1.4,0,0,0,5.366666667
2,2,4.42,0.332,0.112,248.07,1.4,0,0,0,5.533333333
2,2,4.43,0.33,0.112,248.17,1.4,0,0,0,5.5
2,2,4.44,0.328,0.112,248.17,1.4,0,0,0,5.466666667
2,2,4.45,0.326,0.11,247.61,1.4,0,0,0,5.433333333
2,2,4.46,0.422,0.234,247.77,2,0,0,0,7.033333333
2,2,4.47,0.416,0.242,247.48,1.8,0,2,0,6.933333333
2,2,4.48,0.414,0.242,247.68,1.8,0,1,0,6.9
2,2,4.49,0.47,0.308,247.33,2.4,0,2,0,7.833333333
2,2,4.5,0.482,0.35,247.33,2.4,0,1,0,8.033333333
2,2,4.51,0.48,0.35,247.29,2.4,0,2,0,8
2,2,4.52,0.48,0.352,247.81,2.4,0,1,0,8
2,2,4.53,0.478,0.354,247.97,2.4,0,1,0,7.966666667
2,2,4.54,0.476,0.354,247.95,2.4,0,2,0,7.933333333
2,2,4.55,0.474,0.352,247.74,2.4,0,1,0,7.9
2,2,4.56,0.47,0.35,247.32,2.4,0,2,0,7.833333333
2,2,4.57,0.468,0.348,246.8,2.2,0,1,0,7.8
2,2,4.58,0.466,0.346,246.6,2.2,0,2,0,7.766666667
2,2,4.59,0.358,0.182,246.24,1.6,0,1,0,5.966666667
2,2,5,0.3,0.092,246.26,1.2,0,1,0,5
2,2,5.01,0.3,0.092,246.33,1.2,0,2,0,5
2,2,5.02,0.306,0.092,246.47,1.2,0,1,0,5.1
2,2,5.03,0.304,0.096,247.59,1.2,0,2,0,5.066666667
2,2,5.04,0.298,0.094,247.47,1.2,0,1,0,4.966666667
2,2,5.05,0.296,0.094,247.46,1.2,0,1,0,4.933333333
2,2,5.06,0.296,0.094,247.55,1.2,0,2,0,4.933333333
2,2,5.07,0.296,0.096,247.97,1.2,0,1,0,4.933333333
2,2,5.08,0.296,0.096,247.67,1.2,0,1,0,4.933333333
2,2,5.09,0.296,0.098,248.12,1.2,0,2,0,4.933333333
2,2,5.1,0.226,0,248.61,1,0,0,0,3.766666667
2,2,5.11,0.218,0,248.02,0.8,0,0,0,3.633333333
2,2,5.12,0.218,0,247.54,0.8,0,0,0,3.633333333
2,2,5.13,0.218,0,247.22,0.8,0,0,0,3.633333333
2,2,5.14,0.216,0,246.75,0.8,0,0,0,3.6
2,2,5.15,0.216,0,246.42,0.8,0,0,0,3.6
2,2,5.16,0.218,0,247.1,0.8,0,0,0,3.633333333
2,2,5.17,0.226,0,247.58,1,0,0,0,3.766666667
2,2,5.18,0.226,0,247.77,1,0,0,0,3.766666667
2,2,5.19,0.228,0,248.64,1,0,0,0,3.8
2,2,5.2,0.228,0,248.86,1,0,0,0,3.8
2,2,5.21,0.224,0,247.82,0.8,0,0,0,3.733333333
2,2,5.22,0.216,0,247.07,0.8,0,0,0,3.6
2,2,5.23,0.216,0,246.32,0.8,0,0,0,3.6
2,2,5.24,0.214,0,245.71,0.8,0,0,0,3.566666667
2,2,5.25,0.214,0,245.44,0.8,0,0,0,3.566666667
2,2,5.26,0.214,0,245.08,0.8,0,0,0,3.566666667
2,2,5.27,0.212,0,244.22,0.8,0,0,0,3.533333333
2,2,5.28,0.212,0,244.66,0.8,0,0,0,3.533333333
2,2,5.29,0.214,0,245.01,0.8,0,0,0,3.566666667
2,2,5.3,0.214,0,245.75,0.8,0,0,0,3.566666667
2,2,5.31,0.214,0,245.33,0.8,0,0,0,3.566666667
2,2,5.32,0.222,0,245.1,0.8,0,0,0,3.7
2,2,5.33,0.222,0,245.53,0.8,0,0,0,3.7
2,2,5.34,0.222,0,246.39,0.8,0,0,0,3.7
2,2,5.35,0.224,0,247.35,1,0,0,0,3.733333333
2,2,5.36,0.224,0,247.85,1,0,0,0,3.733333333
2,2,5.37,0.226,0,248.83,1,0,0,0,3.766666667
2,2,5.38,0.278,0,249.77,1.2,0,0,0,4.633333333
2,2,5.39,0.342,0.116,249.33,1.4,0,0,0,5.7
2,2,5.4,0.404,0.19,249.41,1.8,0,0,0,6.733333333
2,2,5.41,0.406,0.228,249.24,1.8,0,0,0,6.766666667
2,2,5.42,0.406,0.226,248.72,1.8,0,0,0,6.766666667
2,2,5.43,0.404,0.222,247.95,1.8,0,0,0,6.733333333
2,2,5.44,0.4,0.222,247.96,1.8,0,0,0,6.666666667
2,2,5.45,0.4,0.226,248.64,1.8,0,0,0,6.666666667
2,2,5.46,0.4,0.23,249.25,1.8,0,0,0,6.666666667
2,2,5.47,0.408,0.238,250.64,1.8,0,0,0,6.8
2,2,5.48,0.406,0.24,251.13,1.8,0,0,0,6.766666667
2,2,5.49,0.402,0.234,249.99,1.8,0,0,0,6.7
2,2,5.5,0.366,0.176,250,1.6,0,0,0,6.1
2,2,5.51,0.328,0.118,249.56,1.4,0,0,0,5.466666667
2,2,5.52,0.326,0.118,249.54,1.4,0,0,0,5.433333333
2,2,5.53,0.326,0.118,249.95,1.4,0,0,0,5.433333333
2,2,5.54,0.326,0.116,249.88,1.4,0,0,0,5.433333333
2,2,5.55,0.326,0.12,250.61,1.4,0,0,0,5.433333333
2,2,5.56,0.262,0,250.37,1,0,0,0,4.366666667
2,2,5.57,0.228,0,250.3,1,0,0,0,3.8
2,2,5.58,0.228,0,250.15,1,0,0,0,3.8
2,2,5.59,0.228,0,250.26,1,0,0,0,3.8
2,2,6,0.23,0,250.83,1,0,0,0,3.833333333
2,2,6.01,0.23,0,250.96,1,0,0,0,3.833333333
2,2,6.02,0.228,0,249.82,1,0,0,0,3.8
2,2,6.03,0.228,0,250.02,1,0,0,0,3.8
2,2,6.04,0.226,0,248.88,1,0,0,0,3.766666667
2,2,6.05,0.226,0,249.12,1,0,0,0,3.766666667
2,2,6.06,0.224,0,248.77,0.8,0,0,0,3.733333333
2,2,6.07,0.226,0,248.97,0.8,0,0,0,3.766666667
2,2,6.08,0.226,0,249,0.8,0,0,0,3.766666667
2,2,6.09,0.226,0,249.37,0.8,0,0,0,3.766666667
2,2,6.1,0.224,0,248.73,0.8,0,0,0,3.733333333
2,2,6.11,0.224,0,248.51,0.8,0,0,0,3.733333333
2,2,6.12,0.224,0,248.68,0.8,0,0,0,3.733333333
2,2,6.13,0.224,0,248.32,0.8,0,0,0,3.733333333
2,2,6.14,0.226,0,249.3,0.8,0,0,0,3.766666667
2,2,6.15,0.226,0,249.3,1,0,0,0,3.766666667
2,2,6.16,0.48,0,248.68,2,0,0,0,8
2,2,6.17,0.334,0,248.28,1.4,0,0,0,5.566666667
2,2,6.18,0.334,0,248.25,1.4,0,0,0,5.566666667
2,2,6.19,0.976,0,247.66,4.6,0,0,8,16.26666667
2,2,6.2,1.5,0.05,246.67,6,0,0,20,25
2,2,6.21,1.482,0.05,246.68,6,0,0,19,24.7
2,2,6.22,1.47,0.05,246.67,5.8,0,0,19,24.5
2,2,6.23,1.454,0.052,245.89,5.8,0,0,19,24.23333333
2,2,6.24,1.448,0.052,245.66,5.8,0,0,18,24.13333333
2,2,6.25,1.448,0.052,245.8,5.8,0,0,19,24.13333333
2,2,6.26,1.45,0.052,245.99,5.8,0,0,18,24.16666667
2,2,6.27,1.452,0.052,246.22,5.8,0,0,19,24.2
2,2,6.28,1.438,0.054,245.02,5.8,0,0,18,23.96666667
2,2,6.29,1.436,0.054,244.98,5.8,0,0,19,23.93333333
2,2,6.3,1.484,0,245.51,6,0,0,18,24.73333333
2,2,6.31,1.52,0.056,245.76,6.2,0,0,19,25.33333333
2,2,6.32,1.514,0.054,245.35,6,0,0,18,25.23333333
2,2,6.33,1.52,0.056,245.78,6.2,0,0,19,25.33333333
2,2,6.34,1.554,0.054,245.44,6.2,0,0,18,25.9
2,2,6.35,1.734,0.08,245.11,7,0,0,19,28.9
2,2,6.36,2.156,0.234,244.94,8.8,0,0,18,35.93333333
2,2,6.37,5.332,0.192,241.38,23,0,0,18,88.86666667
2,2,6.38,6.266,0.192,239.81,26.2,0,0,18,104.4333333
2,2,6.39,7.17,0.168,238.54,30,0,0,17,119.5
2,2,6.4,7.164,0.168,238.81,30,0,0,18,119.4
2,2,6.41,4.22,0.194,241.54,19.6,0,0,18,70.33333333
2,2,6.42,3.142,0.198,241.62,13,0,0,18,52.36666667
2,2,6.43,3.208,0.302,241.35,13.4,0,0,17,53.46666667
2,2,6.44,3.292,0.35,241.49,13.8,0,0,18,54.86666667
2,2,6.45,3.47,0.366,241.41,14.6,0,0,18,57.83333333
2,2,6.46,3.584,0.286,241.07,15.2,0,0,18,59.73333333
2,2,6.47,3.038,0.192,242.24,12.8,0,0,18,50.63333333
2,2,6.48,2.272,0.164,243.01,9.4,0,0,18,37.86666667
2,2,6.49,2.16,0.164,242.88,8.8,0,0,18,36
2,2,6.5,2.174,0.162,242.16,9,0,0,18,36.23333333
2,2,6.51,2.178,0.158,241.51,9,0,0,18,36.3
2,2,6.52,2.492,0.154,241.26,10.2,0,0,18,41.53333333
2,2,6.53,2.5,0.15,240.64,10.4,0,0,18,41.66666667
2,2,6.54,2.438,0.048,241.67,10,0,0,18,40.63333333
2,2,6.55,2.454,0,243.33,10,0,0,18,40.9
2,2,6.56,2.452,0,242.98,10,0,0,18,40.86666667
2,2,6.57,2.432,0,241.76,10,0,0,18,40.53333333
2,2,6.58,2.426,0,241.73,10,0,0,18,40.43333333
2,2,6.59,2.436,0,242.07,10,0,0,18,40.6
2,2,7,2.428,0,241.73,10,0,0,18,40.46666667
2,2,7.01,2.432,0,241.97,10,0,0,18,40.53333333
2,2,7.02,2.426,0,241.92,10,0,0,18,40.43333333
2,2,7.03,2.416,0,241.65,10,0,0,18,40.26666667
2,2,7.04,2.426,0,241.66,10,0,0,18,40.43333333
2,2,7.05,2.408,0,240.51,10,0,0,17,40.13333333
2,2,7.06,2.42,0,240.56,10,0,0,18,40.33333333
2,2,7.07,2.408,0,240.41,10,0,0,18,40.13333333
2,2,7.08,2.448,0,242.97,10,0,0,18,40.8
2,2,7.09,2.424,0,242.69,10,0,0,18,40.4
2,2,7.1,2.6,0,242.4,10.6,0,0,18,43.33333333
2,2,7.11,2.64,0,242.18,10.8,0,0,18,44
2,2,7.12,2.302,0,242.4,9.4,0,0,18,38.36666667
2,2,7.13,2.322,0,242.94,9.4,0,0,18,38.7
2,2,7.14,2.378,0,242.41,9.8,0,0,18,39.63333333
2,2,7.15,2.38,0,240.41,9.8,0,0,18,39.66666667
2,2,7.16,2.432,0,239.45,10,0,0,17,40.53333333
2,2,7.17,3.66,0,238.94,15.2,0,0,18,61
2,2,7.18,3.728,0,239.55,15.4,0,0,18,62.13333333
2,2,7.19,2.566,0,241.23,10.8,0,0,17,42.76666667
2,2,7.2,2.294,0,241.37,9.4,0,0,18,38.23333333
2,2,7.21,2.298,0,242.21,9.4,0,0,18,38.3
2,2,7.22,2.354,0,241.71,9.6,0,0,18,39.23333333
2,2,7.23,2.374,0,241.85,9.8,0,0,18,39.56666667
2,2,7.24,2.426,0.052,241.28,10,0,0,18,40.43333333
2,2,7.25,2.41,0.09,241.8,10,0,0,18,40.16666667
2,2,7.26,2.344,0.088,241.45,9.6,0,0,18,39.06666667
2,2,7.27,2.256,0.092,241.94,9.2,0,0,18,37.6
2,2,7.28,2.236,0.094,242.26,9.2,0,0,18,37.26666667
2,2,7.29,2.26,0.094,242.62,9.2,0,0,18,37.66666667
2,2,7.3,2.342,0.09,241.92,9.6,0,0,18,39.03333333
2,2,7.31,2.348,0.088,240.9,9.8,0,0,18,39.13333333
2,2,7.32,2.702,0.082,240.44,11.2,0,0,17,45.03333333
2,2,7.33,2.312,0.128,240.64,9.6,0,0,18,38.53333333
2,2,7.34,2.31,0.128,239.84,9.6,0,0,18,38.5
2,2,7.35,2.554,0.122,239.1,10.6,0,0,17,42.56666667
2,2,7.36,2.544,0.132,240.75,10.6,0,0,18,42.4
2,2,7.37,2.282,0.168,242.2,9.4,0,0,18,38.03333333
2,2,7.38,1.44,0.082,243.67,5.8,0,0,18,24
2,2,7.39,1.96,0.08,243.01,8.2,0,0,18,32.66666667
2,2,7.4,2.174,0.084,243.94,8.8,0,0,19,36.23333333
2,2,7.41,2.164,0.088,243.97,8.8,0,0,18,36.06666667
2,2,7.42,2.134,0.088,242.98,8.8,0,0,18,35.56666667
2,2,7.43,1.55,0.086,243.46,6.4,0,0,18,25.83333333
2,2,7.44,1.402,0.086,243.21,5.6,0,0,18,23.36666667
2,2,7.45,1.388,0.082,242.07,5.6,0,0,18,23.13333333
2,2,7.46,1.39,0.084,242.37,5.6,0,0,18,23.16666667
2,2,7.47,1.394,0.086,242.78,5.6,0,0,18,23.23333333
2,2,7.48,1.392,0.084,242.64,5.6,0,0,19,23.2
2,2,7.49,1.384,0.082,242.08,5.6,0,0,18,23.06666667
2,2,7.5,1.374,0.082,241.67,5.6,0,0,17,22.9
2,2,7.51,1.368,0.066,242.13,5.6,0,0,18,22.8
2,2,7.52,1.3,0.05,242.93,5.2,0,0,19,21.66666667
2,2,7.53,1.31,0.048,243.75,5.2,0,0,18,21.83333333
2,2,7.54,1.306,0.05,243.38,5.2,0,0,18,21.76666667
2,2,7.55,1.308,0.05,243.62,5.2,0,0,18,21.8
2,2,7.56,1.3,0.05,242.79,5.2,0,0,18,21.66666667
2,2,7.57,1.28,0.054,241.35,5.2,0,0,18,21.33333333
2,2,7.58,1.292,0.052,242.76,5.2,0,0,18,21.53333333
2,2,7.59,1.296,0.05,242.66,5.2,0,0,18,21.6
2,2,8,1.3,0.05,242.83,5.2,0,0,18,21.66666667
2,2,8.01,1.298,0.05,242.67,5.2,0,0,18,21.63333333
2,2,8.02,1.298,0.05,242.73,5.2,0,0,18,21.63333333
2,2,8.03,1.296,0.052,242.42,5.2,0,0,18,21.6
2,2,8.04,1.294,0.052,242.18,5.2,0,0,18,21.56666667
2,2,8.05,1.282,0.054,241.68,5.2,0,0,18,21.36666667
2,2,8.06,1.296,0.05,243.17,5.2,0,0,19,21.6
2,2,8.07,1.304,0.05,243.15,5.2,0,0,18,21.73333333
2,2,8.08,1.306,0.05,243.42,5.2,0,0,18,21.76666667
2,2,8.09,1.366,0,242.34,5.6,0,0,18,22.76666667
2,2,8.1,1.382,0.074,243.04,5.6,0,1,18,23.03333333
2,2,8.11,1.386,0.074,243.31,5.6,0,2,18,23.1
2,2,8.12,1.378,0.072,242.75,5.6,0,1,18,22.96666667
2,2,8.13,1.372,0.07,242.52,5.6,0,1,18,22.86666667
2,2,8.14,1.47,0.178,242.84,6,0,2,18,24.5
2,2,8.15,1.454,0.176,242.34,6,0,1,18,24.23333333
2,2,8.16,1.45,0.176,242.06,6,0,2,18,24.16666667
2,2,8.17,1.45,0.176,242.13,6,0,1,18,24.16666667
2,2,8.18,1.452,0.178,242.46,6,0,2,18,24.2
2,2,8.19,1.444,0.174,241.82,6,0,1,18,24.06666667
2,2,8.2,1.432,0.172,241.38,5.8,0,1,18,23.86666667
2,2,8.21,1.42,0.168,240.47,5.8,0,2,18,23.66666667
2,2,8.22,1.416,0.166,239.66,5.8,0,1,18,23.6
2,2,8.23,1.416,0.166,239.58,5.8,0,2,17,23.6
2,2,8.24,1.42,0.168,240.04,5.8,0,1,18,23.66666667
2,2,8.25,1.424,0.17,240.64,5.8,0,1,18,23.73333333
2,2,8.26,1.374,0.104,240.02,5.6,0,2,17,22.9
2,2,8.27,1.35,0.064,240.3,5.6,0,1,18,22.5
2,2,8.28,1.35,0.066,240.73,5.6,0,1,18,22.5
2,2,8.29,1.354,0.068,241.43,5.6,0,2,18,22.56666667
2,2,8.3,1.358,0.068,241.45,5.6,0,1,18,22.63333333
2,2,8.31,1.42,0.13,241.28,5.8,0,1,17,23.66666667
2,2,8.32,1.47,0.204,241.42,6,0,1,18,24.5
2,2,8.33,1.458,0.188,241.48,6,0,2,18,24.3
2,2,8.34,1.392,0.082,241.49,5.6,0,0,18,23.2
2,2,8.35,1.39,0.08,241.48,5.6,0,0,18,23.16666667
2,2,8.36,1.382,0.08,241.39,5.6,0,0,18,23.03333333
